,alternative_names,reference_mass_ratio,reference_dimensionless_spin1,reference_dimensionless_spin2,remnant_mass,keyword1,keyword2,keyword3,reference_dimensionless_spin1_1,reference_dimensionless_spin1_2,reference_dimensionless_spin1_3,reference_dimensionless_spin2_1,reference_dimensionless_spin2_2,reference_dimensionless_spin2_3,precessing,notspinning,s1,s2,eta
964,"['PRIVATE:BBH:1044', 'SXS:BBH:0977']",1.999653543861025,"[-0.0505180376323, 0.7943993975279999, 0.0805283984654]","[0.314365644047, 0.735238865939, 0.014121289578900001]",0.955576098436,,,,-0.0505180376323,0.7943993975279999,0.0805283984654,0.314365644047,0.735238865939,0.014121289578900001,1,0,0.8000670583635286,0.7997508105427109,0.22223505393090195
965,"['PRIVATE:BBH:1045', 'SXS:BBH:0978']",1.000002441013497,"[-0.00973690095612, 0.0657884511822, -0.796960343055]","[0.690319665253, 0.403082940089, 0.0264595103672]",0.959111924906,,,,-0.00973690095612,0.0657884511822,-0.796960343055,0.690319665253,0.403082940089,0.0264595103672,1,0,0.7997304020427918,0.7998232320423547,0.24999999999962752
966,"['PRIVATE:BBH:1046', 'SXS:BBH:0979']",1.999914743983632,"[1.629377298e-06, -1.4284336140000001e-06, 0.000122407878045]","[0.730722939965, -0.324587808213, 0.0237298924482]",0.960548476275,,,,1.629377298e-06,-1.4284336140000001e-06,0.000122407878045,0.730722939965,-0.324587808213,0.0237298924482,1,0,0.00012242705542668433,0.7999227262849927,0.22222537985245552
967,"['PRIVATE:BBH:1047', 'SXS:BBH:0980']",1.999966566208788,"[-0.032866173001999996, -0.038492878468100004, 0.798416148496]","[0.752325505358, -0.270814672892, 0.016820954712800002]",0.935938909887,,,,-0.032866173001999996,-0.038492878468100004,0.798416148496,0.752325505358,-0.270814672892,0.016820954712800002,1,0,0.8000188955266894,0.7997607127030066,0.22222346051078548
968,"['PRIVATE:BBH:1048', 'SXS:BBH:0981']",2.000074750470185,"[0.706371060861, -0.371014046905, 0.0575629170782]","[0.718590588872, -0.346856254441, 0.0564762526951]",0.954034903463,,,,0.706371060861,-0.371014046905,0.0575629170782,0.718590588872,-0.346856254441,0.0564762526951,1,0,0.7999531161544855,0.7999195351900892,0.22221945368629117
969,"['PRIVATE:BBH:1049', 'SXS:BBH:0982']",1.000056764695956,"[-0.773813416218, -0.196843839199, -0.046575604564]","[0.536078489679, -0.5896079407779999, 0.06986700101030001]",0.950368037006,,,,-0.773813416218,-0.196843839199,-0.046575604564,0.536078489679,-0.5896079407779999,0.06986700101030001,1,0,0.7998149705338576,0.7999369154846927,0.24999999979862197
970,"['PRIVATE:BBH:1050', 'SXS:BBH:0983']",2.000019362128134,"[-0.7229285467259999, -0.341148450773, -0.0320183673328]","[0.6509455936649999, -0.454062535566, 0.0996291607618]",0.957040112529,,,,-0.7229285467259999,-0.341148450773,-0.0320183673328,0.6509455936649999,-0.454062535566,0.0996291607618,1,0,0.8000207028463966,0.7998930689727252,0.22222150510636543
971,"['PRIVATE:BBH:1051', 'SXS:BBH:0984']",1.999973856967912,"[-0.0312761567564, 0.796882722831, 0.0622137738935]","[0.725986305203, -0.324746368545, -0.0849640224607]",0.959586511497,,,,-0.0312761567564,0.796882722831,0.0622137738935,0.725986305203,-0.324746368545,-0.0849640224607,1,0,0.7999192619196458,0.7998344855894691,0.22222319048266986
972,"['PRIVATE:BBH:1052', 'SXS:BBH:0985']",1.000068072453246,"[0.0665738506473, 0.012257061768600001, -0.796968968711]","[0.418203631703, -0.681535113622, 0.023590172550800002]",0.959053717989,,,,0.0665738506473,0.012257061768600001,-0.796968968711,0.418203631703,-0.681535113622,0.023590172550800002,1,0,0.7998386401277967,0.7999630522157304,0.2499999997104036
973,"['PRIVATE:BBH:1053', 'SXS:BBH:0986']",1.999897144990138,"[0.0410731048099, 0.00865019722666, -0.798896861819]","[0.460017758159, -0.654178216403, 0.017843878056]",0.970899230348,,,,0.0410731048099,0.00865019722666,-0.798896861819,0.460017758159,-0.654178216403,0.017843878056,1,0,0.7999987635459391,0.7999274220964799,0.22222603166702745
974,"['PRIVATE:BBH:1054', 'SXS:BBH:0987']",1.9997433063801382,"[-7.526157246e-06, -5.05516117319e-07, -0.00015760548970600001]","[-0.334816427814, -0.725650188266, 0.0323141304918]",0.9610721674199999,,,,-7.526157246e-06,-5.05516117319e-07,-0.00015760548970600001,-0.334816427814,-0.725650188266,0.0323141304918,1,0,0.0001577858959948717,0.7998215045208836,0.22223172939325858
975,"['PRIVATE:BBH:1055', 'SXS:BBH:0988']",1.999888054118432,"[-0.0429284945886, 0.0311190751395, 0.798061045268]","[-0.200731221091, -0.773923608764, 0.022673217699]",0.935742056944,,,,-0.0429284945886,0.0311190751395,0.798061045268,-0.200731221091,-0.773923608764,0.022673217699,1,0,0.799820407628759,0.7998530178250272,0.22222636836597828
976,"['PRIVATE:BBH:1056', 'SXS:BBH:0989']",1.999616126712685,"[0.708518251793, -0.363268211216, 0.0784441314245]","[-0.320452038618, -0.728853212281, -0.0755178134193]",0.955851733865,,,,0.708518251793,-0.363268211216,0.0784441314245,-0.320452038618,-0.728853212281,-0.0755178134193,1,0,0.8000721143489664,0.7997621235407418,0.22223643975114915
977,"['PRIVATE:BBH:1057', 'SXS:BBH:0990']",0.999993291157341,"[-0.772035796913, -0.208653175985, 0.0110873633917]","[-0.571652832659, -0.554446640826, 0.0744400454996]",0.943938134128,,,,-0.772035796913,-0.208653175985,0.0110873633917,-0.571652832659,-0.554446640826,0.0744400454996,1,0,0.7998114460238099,0.7998370827764093,0.24999999999718694
